dollarsobligated,currentcontractvalue,ultimatecontractvalue,originalmajoragency,majoragency,originalcontractingagency,modifiedcontractingagency,contractingagency,contractingoffice,originalmajorfundingagency,majorfundingagency,modifiedfundingagency,programfundingagency,programfundingoffice,fundedbyforeigngovernmentorinter,agencywithintas,accountwithintas,subaccountwithintas,accounttitle,recoveryflag,signeddatecharacter,datesigned,effectivedatecharacter,effectivedate,currentcompletiondatecharacter,currentcompletiondate,ultimatecompletiondatecharacter,ultimatecompletiondate,idvtype,reasonformodification,typeofcontractpricing,lettercontract,multiyearcontract,performancebasedservicecontract,majorprogram,contingencyhumanitarianorpeaceke,costorpricingdatadod,contractfinancing,costaccountingstandardsclause,contractdescription,purchasecardaspaymentmethod,numberofactions,nationalinterestaction,idvlastdatetoordercharacter,idvlastdatetoorder,typeofidc,multipleorsingleawardidc,programacronym,bestvendorname,vendorname,vendoralternatename,vendorlegalorganizationname,vendordoingbusinessasname,bestvendornametype,divisionname,divisionnumberorofficecode,vendorenabled,vendorlocationdisableflag,ccrexception,vendoraddressline1,vendoraddressline2,vendoraddressline3,vendoraddresscity,originalvendoraddressstate,vendoraddressstate,vendoraddressstatelong,vendorzipcode,vendorcountry,originalvendorcongressionaldistr,vendorcongressionaldistrictmodif,vendorcongressionaldistrict,vendorsitecode,vendoralternatesitecode,vendordunsnumber,vendorduns,vendorphonenumber,vendorfaxnumber,ccrregistrationdatecharacter,ccrregistrationdate,ccrrenewaldatecharacter,ccrrenewaldate,parentname,changedparentname,bestparentname,parentduns13digit,parentduns,combinedduns,placeofperformancecode,originalplaceofperformancestate,placeofperformancestate,placeofperformancestateoriginal,placeofperformancecountry,placeofperformancezipcode,originalplacecongressionaldistri,placecongressionaldistrictmodifi,placeofperformancecongdistrict,majorproductorservicecode,productorservicecode,dodprogramsystemorequipmentcode,dodclaimantprogramcode,principalnaicscode,informationtechnologycommerciali,govtfurnishedequipmentorproperty,useofepadesignatedproducts,recoveredmaterialclauses,seatransportation,contractbundlingreason,consolidatedcontract,productcountryoforigin,uscontract,identifyingagencyid,procurementinstrumentid,modificationnumber,transactionnumber,fiscalyear,idvidentifyingagencyid,idvprocurementinstrumentid,idvmodificationnumber,solicitationid,uniquetransactionid,transactionstatus,competitioncategory,extentcompeted,reasonnotcompeted,numberofoffersreceived,commercialitemacquisitionprocedu,commercialitemtestprogram,smallbusinesscompetdemonstration,a76fairactaction,competitiveprocedures,solicitationprocedures,typeofsetaside,evaluatedpreference,typeofresearch,statutoryexceptiontofairopportun,businesssizedetermination,subcontractingplan,priceevaluationpercentdifference,fedbizopps,localareasetaside,organizationaltype,numberofemployees,annualrevenue,afirm,histunderutilizedbusinesszonehub,smalldisadvantagedbusiness,shelteredworkshopjwodprovider,historicallyblackcollegeoruniver,educationalinstitution,womanownedbusiness,veteranownedbusiness,servicedisabledveteranownedfirm,localgovernment,minorityinstitution,americanindianownedbusiness,stategovernment,federalgovernment,minorityownedbusiness,asianpacificamericanownedbusines,tribalgovernment,blackamericanownedbusiness,nativeamericanownedbusiness,subcontinentasianasianindianamer,hispanicamericanownedbusiness,hospital,forprofitorganization,nonprofitorganization,othernotforprofitorganization,foundation,hispanicservicinginstitution,landgrantcollege,v172,v173,veterinarycollege,veterinaryhospital,privateuniversityorcollege,schoolofforestry,statecontrolledinstitutionhigher,serviceprovider,receivescontracts,receivesgrants,receivescontractsandgrants,airportauthority,councilofgovernments,housingauthoritypublicortribal,interstateentity,planningcommission,portauthority,transitauthority,subchapterscorporation,limitedliabilitycorporation,foreignownedandlocated,architectureorengineering,dotcertifieddisadvantagedbusines,citylocalgovernment,communitydevelopcorpownedfirm,communitydevelopmentcorporation,constructionfirm,manufacturerofgoods,corporateentitynottaxexempt,countylocalgovernment,domesticshelter,federalagency,federallyfundedresearchanddevelc,foreigngovernment,indiantribefederallyrecognized,intermunicipallocalgovernment,internationalorganization,laborsurplusareafirm,localgovernmentowned,municipalitylocalgovernment,nativehawaiianownedfirm,otherbusinessororganization,otherminorityownedbusiness,partnershiporlimitedliabilitypar,schooldistrictlocalgovernment,smallagriculturalcooperative,soleproprietorship,townshiplocalgovernment,triballyownedfirm,tribalcollege,alaskannativeownedfirm,corporateentitytaxexempt,interagencycontractingauthority,sbacertifiedsmalldisadvantagedbu,emergingsmallbusiness,womenownedsmallbusiness,economicallydisadvantagedwomenow,womenownedsmallbusinessjointvent,economicallydisadvwomenownedsmal,manufacturingorganizationtype,walshhealyact,servicecontractact,davisbaconact,clingercohenact,otherstatutoryauthority,v237,rando,effective_year,effective_month,effective_day,signed_year,signed_month,signed_day
82000,0,0,8000,NASA,8000,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,LERC0,8000,NASA,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,Not Applicable,,,,,,02/15/2001,02/15/2001,02/15/2001,02/15/2001,04/15/2001,04/15/2001,04/15/2001,04/15/2001,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,"ADVANCED FUEL RESEARCH, INC.","ADVANCED FUEL RESEARCH, INC.",,,,Invalid code: ,,,,,,87 CHURCH ST,,,EAST HARTFORD,CT,CT: Connecticut,CT,061083720,UNITED STATES,CT01,CT01,CT01,,,21804661,21804661,,,,,,,ADVANCED FUEL RESEARCH  INC.,ADVANCED FUEL RESEARCH  INC.,ADVANCED FUEL RESEARCH  INC.,21804661,21804661,021804661,,CT,CT: Connecticut,CT: ,United States,,CT00,CT90,CT00,A: Research and development,AR11: Aeronautics and Space Technology -- Basic Research (R&D),,,334516: Analytical Laboratory Instrument Manufacturing,,No,Invalid code: ,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,8000: NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,LERC0200102BC74427N,0,0,2001, ,,,,41ae762aed2e1becc6d362e645f72e58,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,0,A,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,18,$2100854.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,No,X,No,,,-1.8326511,2001,2,15,2001,2,15
72475.28,0,0,9543,All other agencies,9543,9543: Millennium Challenge Corporation,Millennium Challenge Corporation,9543,9543,All other agencies,9543: Millennium Challenge Corporation,Millennium Challenge Corporation,9543,Not Applicable,95,2750,,,,06/14/2011,06/14/2011,06/14/2011,06/14/2011,12/14/2010,12/14/2010,12/14/2014,12/14/2014,Definitive Contract (DCA),Funding Only Action,Fixed Price,X,No,Yes,,None,Yes,Invalid code: ,X,INCREMENTAL FUNDING,No,1,NONE,,,,,,"A-TEAM SOLUTIONS, LLC","A-TEAM SOLUTIONS, LLC",,,,Invalid code: ,,,,,,8265 RIPPLING BRANCH RD,,,LAUREL,MD,MD: Maryland,MD,207231074,UNITED STATES,MD07,MD07,MD07,149395936,207231074,149395936,149395936,,,07/07/2004,07/07/2004,04/01/2011,04/01/2011,A-TEAM SOLUTIONS LLC,A-TEAM SOLUTIONS LLC,A-TEAM SOLUTIONS LLC,149395936,149395936,,,DC,DC: District of Columbia,DC: DISTRICT OF COLUMBIA,United States,200052221,DC00,DC98,DC00,A: Research and development,AD26: Services -- Management and Support (R&D),,,561210: Facilities Support Services,,No,Not Required,No Clauses Included,,Not a bundled requirement,No, ,Not a manufactured end product,9543: Millennium Challenge Corporation,MCC100020CON44,6,0,2011, ,,0,MCC-10-0020-RFP-44,1e5c403f039abcbcdfcccac7c1e8eacd,active,Not available for competition,B: Not Available for Competition,OTH: Authorized by Statute,1,D,N,No,No,,SSS: Single Source Selected,8AN: 8(a) Sole Source,No Preference used,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,No: transaction subject to FAR 5.102 or 5.202 exception,N,OTHER,40,$871741.00,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,A,No,Yes,No,No,,,-3.5388072,2011,6,14,2011,6,14
18340,0,0,9700,Dept. of Defense,1700,"1700: NAVY, Department of the","NAVY, Department of the",WA40D,9700,Dept. of Defense,"1700: NAVY, Department of the","NAVY, Department of the",N69232,Not Applicable,,,,,,03/12/2003,03/12/2003,03/12/2003,03/12/2003,04/11/2003,04/11/2003,,,Delivery Order (DO),Invalid code: ,Invalid code: N,X,No,X,,None,Invalid code: ,Invalid code: ,X, ,No,1,NONE,,,,,,AMERICAN HOTEL REGISTER COMPANY,AMERICAN HOTEL REGISTER COMPANY,,,,Invalid code: ,,,,,,100 S MILWAUKEE AVE,,,VERNON HILLS,IL,IL: Illinois,IL,600611430,UNITED STATES,IL10,IL10,IL10,0050848350000,600611430,5084835,5084835,,,,,08/09/2006,08/09/2006,AMERICAN HOTEL REGISTER COMPANY,AMERICAN HOTEL REGISTER COMPANY,AMERICAN HOTEL REGISTER COMPANY,5084835,5084835,005084835,77694,IL,IL: Illinois,IL: ,United States,,IL00,IL90,IL00,85: Toiletries,8530: Personal Toiletry Articles,2000,C9E,325611: Soap and Other Detergent Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",N0024403F0452,0,0,2003,4730: Federal Supply Service,GS07F0294K,0,,7866799605653d84301ea3f467c1c5f0,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,0,A,N,No,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,738,$1500000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,No,X,X,No,,,-1.7845918,2003,3,12,2003,3,12
116800,0,0,9700,Dept. of Defense,5700,"5700: AIR FORCE, Department of the (Headquarters, USAF)","AIR FORCE, Department of the (Headquarters, USAF)",CA12,9700,Dept. of Defense,"5700: AIR FORCE, Department of the (Headquarters, USAF)","AIR FORCE, Department of the (Headquarters, USAF)",,Not Applicable,,,,,,02/07/2001,02/07/2001,02/07/2001,02/07/2001,02/01/2001,02/01/2001,,,Definitive Contract (DCA),Funding Only Action,Cost Plus Fixed Fee,X,No,No,,None,No,Not Applicable,X, ,No,1,NONE,,,,,,"HERNANDEZ ENGINEERING, INC","HERNANDEZ ENGINEERING, INC",,,,Invalid code: ,,,,,,"16055 SPACE CENTER BLVD ,",,,HOUSTON,TX,TX: Texas,TX,77062,UNITED STATES,TX22,TX22,TX22,,,109022202,109022202,,,,,,,BASTION TECHNOLOGIES  INC.,BASTION TECHNOLOGIES  INC.,BASTION TECHNOLOGIES  INC.,74625364,74625364,074625364,,CA,CA: California,CA: ,United States,,CA00,CA90,CA00,B: Special studies and analyses (not R & D),B529: Scientific Data Studies,3000,S1,"541710: Research and Development in the Physical, Engineering, and Life Sciences",,No,Invalid code: ,Invalid code: ,N,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",F0468497C0020,P00031,0,2001, ,,0,,a8236e1133859c1321af5d47b051b303,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,3,D,N,No,No,,Invalid code: ,SBA: Small Business Set-Aside -- Total,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,0,$0.00,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,X,Yes,X,No,,,-2.7995532,2001,2,7,2001,2,7
14318,0,0,,Dept. of Defense,97AS,97AS: Defense Logistics Agency,Defense Logistics Agency,SP0600,1400,Dept. of the Interior,1443: National Park Service,National Park Service,,Not Applicable,,,,,,03/21/2005,03/21/2005,03/21/2005,03/21/2005,03/21/2005,03/21/2005,,,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X, ,No,1,NONE,,,,,,"ACORN PETROLEUM, INC","ACORN PETROLEUM, INC",,,,Invalid code: ,,,,,,76 S SIERRA MADRE ST,,,COLORADO SPRIN,CO,CO: Colorado,CO,80903,UNITED STATES,CO05,CO05,CO05,,,31917875,31917875,,,,,,,ACORN PETROLEUM  INC.,ACORN PETROLEUM  INC.,ACORN PETROLEUM  INC.,31917875,31917875,031917875,,CO,CO: Colorado,CO: ,United States,,CO00,CO90,CO00,"91: Fuels, lubricants, oils and waxes","9130: Liquid Propellants and Fuels, Petroleum Base",000,A8A,424720: Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),,No,Not Required,No Clauses Included,U,Invalid code: ,No, ,Invalid code: ,"9700: DEFENSE, Department of",SP060005M2201,0,0,2005, ,,,,4e7539932b12f52def5bdb77e8a1b7c8,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,2,D,N,No,No,,SP1: Simplified Acquisition,SBA: Small Business Set-Aside -- Total,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,Yes,X,X,No,,,-1.8483593,2005,3,21,2005,3,21
138.8,138.8,138.8,,Dept. of Veterans Affairs,3600,"3600: VETERANS AFFAIRS, Department of","VETERANS AFFAIRS, Department of",00636S, ,Dept. of Veterans Affairs,"3600: VETERANS AFFAIRS, Department of", ,,Not Applicable,,,,,,04/11/2008,04/11/2008,04/11/2008,04/11/2008,04/21/2008,04/21/2008,04/21/2008,04/21/2008,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,FEEDING TUBE-ENTERNAL W/STYLET 12 FR-TUNGSTEN WEI,Yes,1,NONE,,,,,,ABBOTT LABORATORIES,ABBOTT LABORATORIES,ROSS PRODUCTS DIVISION,ABBOTT LABORATORIES,ROSS PRODUCTS DIVISION ABBOTT LABORATORIES INCORPORATED,Invalid code: ,,,,,,625 CLEVELAND AVE,,,COLUMBUS,OH,OH: Ohio,OH,432151754,UNITED STATES,OH15,OH15,OH15,1835056270000PR,432151754,183505627,183505627,,,06/12/2001,06/12/2001,11/17/2007,11/17/2007,ABBOTT LABORATORIES,ABBOTT LABORATORIES,Abbott Laboratories,1307602,1307602,,,NE,NE: Nebraska,NE: NEBRASKA,United States,681051850,NE02,NE02,NE02,"65: Medical, dental, and veterinary equipment and supplies","6515: Medical and Surgical Instruments, Equipment, and Supplies",,,339112: Surgical and Medical Instrument Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"3600: VETERANS AFFAIRS, Department of",V636NM8979,0,0,2008,"3600: VETERANS AFFAIRS, Department of",V797P4853A,0,,9ae742ac8f6648e21236dda8f7c0f4b2,active,Unknown,Invalid code: , ,1,D,N,No,No,,SP1: Simplified Acquisition,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Other Than Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,5000,$10.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.7237917,2008,4,11,2008,4,11
0,0,750000,4700,General Services Administration,4730,4730: Federal Supply Service,Federal Supply Service,HR000, ,General Services Administration,4730: Federal Supply Service, ,,Not Applicable,,,,,,03/01/2002,03/01/2002,03/07/2002,03/07/2002,,,,,Federal Supply Schedule (FSS),Invalid code: ,Invalid code: N,X,No,X,,None,Invalid code: ,Invalid code: ,X, ,Unknown,0,NONE,03/06/2007,03/06/2007,,M,,"ACG SYSTEMS, INC","ACG SYSTEMS, INC",,,,Invalid code: ,,,,,,"133 DEFENSE HWY , STE  207",,,ANNAPOLIS,MD,MD: Maryland,MD,21401,UNITED STATES,MD03,MD03,MD03,,,926011032,926011032,,,,,,,ACG SYSTEMS INC,ACG SYSTEMS INC,ACG SYSTEMS INC,926011032,926011032,926011032,,:,"ZZ: Invalid code, or not in U.S.",: ,Invalid code: :,,ZZ,ZZ,ZZ,"58: Communication, detection and coherent rad. equipment","5820: Radio and Television Communication Equipment, Except Airborne",,,334290: Other Communications Equipment Manufacturing,,No,Invalid code: ,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,4730: Federal Supply Service,GS35F0314M,0,0,2002, ,,,,0e3f7f3a2ac11c95706e69372170e46e,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,0,A,N,No,No,,NP: Negotiated Proposal / Quote,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,X,X,X,No,,,-1.6860877,2002,3,7,2002,3,1
2755,0,0,,Dept. of Defense,97AS,97AS: Defense Logistics Agency,Defense Logistics Agency,SP0599,9700,Dept. of Defense,97AS: Defense Logistics Agency,Defense Logistics Agency,SP0599,Not Applicable,,,,,,03/09/2005,03/09/2005,03/09/2005,03/09/2005,05/08/2005,05/08/2005,,,Delivery Order (DO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Not Applicable,X, ,No,1,NONE,,,,,,"AFCON PRODUCTS, INC","AFCON PRODUCTS, INC",,,,Invalid code: ,,,,,,35 SARGENT DR,,,BETHANY,CT,CT: Connecticut,CT,06524,UNITED STATES,CT03,CT03,CT03,,,74865734,74865734,,,,,,,AFCON PRODUCTS  INC.,AFCON PRODUCTS  INC.,AFCON PRODUCTS  INC.,74865734,74865734,074865734,,CT,CT: Connecticut,CT: ,United States,,CT00,CT90,CT00,49: Maintenance and repair shop equipment,4930: Lubrication and Fuel Dispensing Equipment,000,C9A,336999: All Other Transportation Equipment Manufacturing,,No,Not Required,Invalid code: ,N,Not a bundled requirement,No, ,Invalid code: ,"9700: DEFENSE, Department of",0001,0,0,2005,"9700: DEFENSE, Department of",SP059905D5413,0,,3a6c9dc4818c15201d3648118f8c0d49,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources,"MES: Particular Sources Mobilization, Essential R and D Capability or Expert Services",2,D,N,No,No,,SSS: Single Source Selected,NONE: No set aside used.,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,0,$0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.6529858,2005,3,9,2005,3,9
137200,0,0,1400,Dept. of the Interior,1406,"1406: Office of Policy, Management and Budget/Chief Financial Officer","Office of Policy, Management and Budget/Chief Financial Officer",00063,1400,Dept. of the Interior,"1406: Office of Policy, Management and Budget/Chief Financial Officer","Office of Policy, Management and Budget/Chief Financial Officer",,Not Applicable,,,,,,06/15/2003,06/15/2003,06/15/2003,06/15/2003,04/15/2004,04/15/2004,04/15/2004,04/15/2004,Delivery Order (DO),Supplemental Agreement for work within scope,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,AMERICAN SYSTEMS CORPORATION (2497),AMERICAN SYSTEMS CORPORATION (2497),,AMERICAN SYSTEMS CORPORATION,,Invalid code: ,,,,,,13990 PARKEAST CIR,,,CHANTILLY,VA,VA: Virginia,VA,201512272,UNITED STATES,VA10,VA10,VA10,0777997990000,201512272,77799799,77799799,,,04/24/2002,04/24/2002,03/23/2008,03/23/2008,AMERICAN SYSTEMS CORPORATION,AMERICAN SYSTEMS CORPORATION,AMERICAN SYSTEMS CORPORATION,77799799,77799799,077799799,3000,VA,VA: Virginia,VA: ,United States,,VA00,VA90,VA00,D: Automatic data processing and telecom. services,D302: ADP Systems Development Services,,,334111: Electronic Computer Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,"1406: Office of Policy, Management and Budget/Chief Financial Officer",00063200203CNBCHF020362GS35F0673K,3,0,2003,4730: Federal Supply Service,GS35F0673K,2,,c226781c0a036c621fd9acb82a61be36,active,Full and open competition,CDO: Competitive Delivery Order, ,51,A,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Other Than Small Business,Plan Not Required,0,Yes: transaction subject to FedBizOpps,,,1400,$230000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-1.8777614,2003,6,15,2003,6,15
607,0,0,4700,General Services Administration,4730,4730: Federal Supply Service,Federal Supply Service,AR000,4700,General Services Administration,4730: Federal Supply Service,Federal Supply Service,,Not Applicable,,,,,,03/15/2003,03/15/2003,03/15/2003,03/15/2003,05/15/2003,05/15/2003,05/15/2003,05/15/2003,Purchase Order (PO),Invalid code: ,Fixed Price,X,No,X,,None,Invalid code: ,Invalid code: ,X,,No,1,NONE,,,,,,"AMERICAN KAL ENTERPRISES, INC","AMERICAN KAL ENTERPRISES, INC",,,,Invalid code: ,,,,,,4265 PUENTE AVE,,,BALDWIN PARK,CA,CA: California,CA,917063420,UNITED STATES,CA32,CA32,CA32,,,50785898,50785898,,,,,,,AMERICAN KAL ENTERPRISES  INC.,AMERICAN KAL ENTERPRISES  INC.,AMERICAN KAL ENTERPRISES  INC.,50785898,50785898,050785898,3666,CA,CA: California,CA: ,United States,,CA00,CA90,CA00,51: Hand tools,"5120: Hand Tools, Nonedged, Nonpowered",,,332212: Hand and Edge Tool Manufacturing,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,4730: Federal Supply Service,AR000200303BSWJH0931,0,0,2003, ,,,,18f90dc3a31b9f195e2ab28f49b34ad0,active,"Full and open competition, but only one bid",A: Full and Open Competition, ,0,A,N,No,No,,Invalid code: , ,Invalid code: ,Invalid code: ,Invalid code: ,Small Business,Plan Not Required,0,Not Applicable: transaction with obligation less than or equal to $25K,,,90,$9000000.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,X,No,No,No,No,No,No,,X,X,X,No,,,-2.3359313,2003,3,15,2003,3,15
-1384.62,32710.42,32710.42,,Dept. of Health and Human Services,7523,7523: Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,00200, ,Dept. of Health and Human Services,7523: Centers for Disease Control and Prevention, ,,Not Applicable,,,,,,02/03/2009,02/03/2009,11/14/2008,11/14/2008,11/14/2008,11/14/2008,11/14/2008,11/14/2008,Delivery Order (DO),Funding Only Action,Fixed Price,X,No,No,,None,Invalid code: ,Invalid code: ,X,ADV FED'L SVCS/02-0381 - ADMIN ASST,No,1,NONE,,,,,,ADVANCED FEDERAL SERVICES CORPORATION,ADVANCED FEDERAL SERVICES CORPORATION,,,,Invalid code: ,,,,,,250 SUN TEMPLE DR,,,MADISON,AL,AL: Alabama,AL,357585902,UNITED STATES,AL05,AL05,AL05,9270114520000,357585902,927011452,927011452,,,06/27/2001,06/27/2001,09/12/2007,09/12/2007,ADVANCED FEDERAL SERVICES CORPORATION,ADVANCED FEDERAL SERVICES CORPORATION,ADVANCED FEDERAL SERVICES CORPORATION,927011452,927011452,927011452,,GA,GA: Georgia,GA: GEORGIA,United States,303415539,GA04,GA04,GA04,"R: Professional, admin, and management support services",R699: Other Administrative Support Services,,, ,,No,Not Required,Invalid code: ,,Not a bundled requirement,No, ,Invalid code: ,7523: Centers for Disease Control and Prevention,HHSD2002002003810103,2,0,2009,7523: Centers for Disease Control and Prevention,HHSD200200200381I,0,,b25fddc9ddd9326ddb1a11460620f07f,active,Competed after exclusion of sources,D: Full and Open Competition after exclusion of sources, ,1,D,N,No,No,,SSS: Single Source Selected,8A: 8A Competed,No Preference used,Invalid code: ,Invalid code: ,Small Business,Invalid code: ,0,Not Applicable: transaction with obligation less than or equal to $25K,,,200,$8162430.00,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,X,Yes,No,No,No,No,No,,X,Yes,X,No,,,-2.8007298,2008,11,14,2009,2,3
